path,entropy,isSuspicious,scanStatus
/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/groovy-ant-3.0.21.jar,7.96456,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/groovy-ant-3.0.21.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle libraries and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-files-8.9.jar,7.70185,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-files-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle and not flagged as suspicious)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-model-groovy-8.9.jar,7.86149,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-model-groovy-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/asm-9.7.jar,7.97545,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/asm-9.7.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/log4j-over-slf4j-1.7.36.jar,7.68681,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/log4j-over-slf4j-1.7.36.jar → FALSE POSITIVE (Reason: High entropy but standard library path and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/asm-commons-9.7.jar,7.9551,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/asm-commons-9.7.jar → FALSE POSITIVE (Reason: High entropy but in a gradle directory, and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-build-operations-8.9.jar,7.63693,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-build-operations-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-execution-8.9.jar,7.8328,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-execution-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle library and not flagged as suspicious)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-daemon-protocol-8.9.jar,7.72288,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-daemon-protocol-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle installation.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-serialization-8.9.jar,7.78044,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-serialization-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/kotlin-assignment-compiler-plugin-embeddable-1.9.23.jar,7.79957,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/kotlin-assignment-compiler-plugin-embeddable-1.9.23.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle dependencies and not flagged as suspicious)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/kotlin-scripting-common-1.9.23.jar,7.88134,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/kotlin-scripting-common-1.9.23.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/groovy-docgenerator-3.0.21.jar,7.9288,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/groovy-docgenerator-3.0.21.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle library.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-declarative-dsl-evaluator-8.9.jar,7.80996,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-declarative-dsl-evaluator-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/commons-codec-1.16.1.jar,7.90872,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/commons-codec-1.16.1.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-problems-api-8.9.jar,7.60756,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-problems-api-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-functional-8.9.jar,7.76175,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-functional-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-snapshots-8.9.jar,7.83773,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-snapshots-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle and not flagged as suspicious)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-build-cache-local-8.9.jar,7.68283,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-build-cache-local-8.9.jar → FALSE POSITIVE (Reason: High entropy but in a standard application directory and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/groovy-astbuilder-3.0.21.jar,7.57268,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/groovy-astbuilder-3.0.21.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle libraries and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/kotlin-scripting-compiler-impl-embeddable-1.9.23.jar,7.90244,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/kotlin-scripting-compiler-impl-embeddable-1.9.23.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/tomlj-1.0.0.jar,7.9388,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/tomlj-1.0.0.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-base-asm-8.9.jar,7.80715,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-base-asm-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-file-collections-8.9.jar,7.84297,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/gradle-file-collections-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-resources-sftp-8.9.jar,7.69489,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-resources-sftp-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle plugins and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-composite-builds-8.9.jar,7.86637,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-composite-builds-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-dependency-management-8.9.jar,7.85641,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-dependency-management-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle plugins and not flagged as suspicious)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-resources-http-8.9.jar,7.78805,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-resources-http-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-unit-test-fixtures-8.9.jar,7.84387,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-unit-test-fixtures-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle libraries and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/jcifs-1.3.17.jar,7.94137,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/jcifs-1.3.17.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle dependencies and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-stdlib-serialization-codecs-8.9.jar,7.8591,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-stdlib-serialization-codecs-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-platform-jvm-8.9.jar,7.79015,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-platform-jvm-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/httpclient-4.5.14.jar,7.92465,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/httpclient-4.5.14.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle dependencies and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/google-api-client-1.34.0.jar,7.919,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/google-api-client-1.34.0.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-dependency-management-serialization-codecs-8.9.jar,7.89913,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-dependency-management-serialization-codecs-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/bcpg-jdk18on-1.78.1.jar,7.84941,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/bcpg-jdk18on-1.78.1.jar → FALSE POSITIVE (Reason: High entropy in a gradle directory, but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-code-quality-8.9.jar,7.91062,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-code-quality-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-core-kotlin-extensions-8.9.jar,7.63256,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-core-kotlin-extensions-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-plugins-jvm-test-fixtures-8.9.jar,7.55447,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-plugins-jvm-test-fixtures-8.9.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-testing-jvm-infrastructure-8.9.jar,7.80059,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-testing-jvm-infrastructure-8.9.jar → FALSE POSITIVE (Reason: High entropy in a gradle directory, but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-tooling-native-8.9.jar,7.6473,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-tooling-native-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-java-platform-8.9.jar,7.64863,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-java-platform-8.9.jar → FALSE POSITIVE (Reason: High entropy in a standard application directory, but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-plugins-java-base-8.9.jar,7.9296,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-plugins-java-base-8.9.jar → FALSE POSITIVE (Reason: High entropy in a standard application directory, but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-workers-8.9.jar,7.83468,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-workers-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle libraries and not flagged as suspicious)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/plexus-interpolation-1.26.jar,7.79583,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/plexus-interpolation-1.26.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle libraries and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/google-oauth-client-1.34.1.jar,7.85623,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/google-oauth-client-1.34.1.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-resources-s3-8.9.jar,7.73376,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-resources-s3-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle plugins and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/jsch-0.2.16.jar,7.92058,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/jsch-0.2.16.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-build-profile-8.9.jar,7.80368,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-build-profile-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/sshd-core-2.12.1.jar,7.93327,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/sshd-core-2.12.1.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-jacoco-8.9.jar,7.85651,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-jacoco-8.9.jar → FALSE POSITIVE (Reason: High entropy in a gradle directory, but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/testng-6.3.1.jar,7.92769,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/testng-6.3.1.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-plugins-version-catalog-8.9.jar,7.82517,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-plugins-version-catalog-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle plugins.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/plexus-utils-3.5.1.jar,7.94877,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/plexus-utils-3.5.1.jar → FALSE POSITIVE (Reason: High entropy but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/maven-model-3.9.5.jar,7.96537,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/maven-model-3.9.5.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle dependencies and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-ear-8.9.jar,7.86834,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-ear-8.9.jar → FALSE POSITIVE (Reason: High entropy but standard path for gradle plugins and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-ide-8.9.jar,7.86358,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-ide-8.9.jar → FALSE POSITIVE (Reason: High entropy but in a standard application directory and not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-build-init-8.9.jar,7.76255,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-build-init-8.9.jar → FALSE POSITIVE (Reason: High entropy in a gradle directory, but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-testing-jvm-8.9.jar,7.82463,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/gradle-testing-jvm-8.9.jar → FALSE POSITIVE (Reason: High entropy in a gradle directory, but not flagged as suspicious.)

/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/jsoup-1.15.3.jar,7.94532,No,/home/sandeep/.gradle/wrapper/dists/gradle-8.9-bin/90cnw93cvbtalezasaz0blq0a/gradle-8.9/lib/plugins/jsoup-1.15.3.jar → FALSE POSITIVE (Reason: High entropy in a standard application directory, but not flagged as suspicious.)

